title,price,surface,rooms,baths,garages,private area,builded area,estrato,antiquity,price m2,administration
Apartamento en Venta Bello Norte America,$ 220.000.000,"69,00 m²",3,2,1,"69,00m²","69,00m²",4,Menosde1año,3.188.406/m²,"$135,000"
Apartamento en Venta Bello niquia,$ 257.000.000,"70,25 m²",3,2,nan,nan,"70,25m²",4,Menosde1año,3.658.363/m²,"$145,000"
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Apartamento en Venta Bello bello,$ 250.000.000,"71,00 m²",3,1,nan,"71,00m²","71,00m²",4,nan,3.521.127/m²,"$164,000"
MONTANA,Desde $ 562.600.000 Hasta $ 602.600.000,"126,14 m²",3,4,2,nan,"126,14m²",4,nan,nan,nan
RESERVA DE BÚCAROS,Desde $ 151.012.000 Hasta $ 313.871.000,"43,60 a 105,60 m²",1,2,1,"38,94a97,21m²","43,60a105,60m²",3,nan,nan,nan
Apartamento en Venta Bello el trapiche,$ 95.000.000,"42,00 m²",2,1,nan,"42,00m²","42,00m²",2,1a8años,2.261.905/m²,"$75,000E"
Apartamento en Venta Bello SANTA ANA,$ 270.442.000,"96,00 m²",3,3,nan,nan,"96,00m²",3,Menosde1año,2.817.104/m²,nan
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Apartamento en Venta Bello SANTA ANA,$ 273.766.000,"96,00 m²",3,3,nan,nan,"96,00m²",3,Menosde1año,2.851.729/m²,nan
Apartamento en Venta Bello SANTA ANA,$ 132.350.000,"43,00 m²",1,2,nan,nan,"43,00m²",3,Menosde1año,3.077.907/m²,nan
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Apartamento en Venta Bello SANTA ANA,$ 294.162.000,"105,00 m²",3,3,nan,nan,"105,00m²",3,Menosde1año,2.801.543/m²,nan
Apartamento en Venta Bello SANTA ANA,$ 294.162.000,"105,00 m²",3,3,nan,nan,"105,00m²",3,Menosde1año,2.801.543/m²,nan
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Apartamento en Venta Bello SAN MARTIN,$ 110.000.000,"56,00 m²",3,2,nan,nan,"56,00m²",3,nan,1.964.286/m²,"$50,000E"
Apartamento en Venta Bello SANTA ANA,$ 245.506.000,"86,00 m²",3,2,nan,nan,"86,00m²",3,Menosde1año,2.854.721/m²,nan
RESERVA DE BÚCAROS,Desde $ 151.012.000 Hasta $ 313.871.000,"43,60 a 105,60 m²",1,2,1,"38,94a97,21m²","43,60a105,60m²",3,nan,nan,nan
Apartamento en Venta Bello SANTA ANA,$ 249.065.000,"86,00 m²",3,2,nan,nan,"86,00m²",3,Menosde1año,2.896.105/m²,nan
Apartamento en Venta Bello SANTA ANA,$ 249.283.000,"86,00 m²",3,2,nan,nan,"86,00m²",3,Menosde1año,2.898.640/m²,nan
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Apartamento en Venta Bello SANTA ANA,$ 202.291.000,"67,00 m²",3,2,nan,nan,"67,00m²",3,Menosde1año,3.019.269/m²,nan
Apartamento en Venta Bello SANTA ANA,$ 198.148.000,"66,00 m²",3,2,nan,nan,"66,00m²",3,Menosde1año,3.002.242/m²,nan
RESERVA DE BÚCAROS,Desde $ 151.012.000 Hasta $ 313.871.000,"43,60 a 105,60 m²",1,2,1,"38,94a97,21m²","43,60a105,60m²",3,nan,nan,nan
Apartamento en Venta Bello SANTA ANA,$ 198.148.000,"66,00 m²",3,2,nan,nan,"66,00m²",3,Menosde1año,3.002.242/m²,nan
Apartamento en Venta Bello Norteamerica,$ 267.000.000,"90,00 m²",3,2,nan,nan,"90,00m²",4,nan,2.966.667/m²,"$225,000"
Apartamento en Venta Bello Bello,$ 110.000.000,"48,00 m²",3,2,2,"48,00m²","48,00m²",3,1a8años,2.291.667/m²,nan
Apartamento en Venta Bello Obrero,$ 300.000.000,"78,00 m²",3,2,1,"78,00m²","78,00m²",4,9a15años,3.846.154/m²,nan
Apartamento en Venta Bello Barrio Perez,$ 198.000.000,"62,00 m²",3,2,2,"62,00m²","62,00m²",3,9a15años,3.193.548/m²,nan
Apartamento en Venta Bello Cabañas,$ 140.000.000,"55,00 m²",2,1,nan,"55,00m²","55,00m²",4,1a8años,2.545.455/m²,nan
Apartamento en Venta Bello Niquia Camacol,$ 150.000.000,"60,00 m²",3,1,nan,nan,"60,00m²",2,16a30años,2.500.000/m²,nan
Apartamento en Venta Bello Bello,$ 175.000.000,"50,00 m²",3,r,nan,"50,00m²","50,00m²",3,nan,3.500.000/m²,nan
Apartamento en Venta Bello AMAZONÍA,$ 235.000.000,"72,00 m²",3,2,1,"72,00m²","72,00m²",4,Menosde1año,3.263.889/m²,"$150,000"
Apartamento en Venta Bello NIQUIA,$ 255.000.000,"57,00 m²",2,2,1,nan,"57,00m²",4,Menosde1año,4.473.684/m²,nan
Apartamento en Venta Bello BELLO,$ 181.116.179,"67,00 m²",5,3,1,"67,00m²","67,00m²",4,Menosde1año,2.703.227/m²,nan
Apartamento en Venta Bello VILLAS DEL SOL,$ 165.000.000,"65,00 m²",3,2,1,"65,00m²","65,00m²",3,Menosde1año,2.538.462/m²,nan
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Apartamento en Venta Bello Navarra Plaza Navarra,$ 173.000.000,"64,90 m²",3,2,1,"65,00m²","64,90m²",3,1a8años,2.665.639/m²,"$125,000"
Apartamento en Venta Bello Briceñito,$ 95.000.000,"72,00 m²",2,2,nan,"72,00m²","72,00m²",2,1a8años,1.319.444/m²,nan
C26,Desde $ 190.250.000 Hasta $ 268.756.000,"47,50 a 71,42 m²",1,1,1,nan,"47,50a71,42m²",4,nan,nan,nan
Apartamento en Venta Bello NIQUIA,$ 205.000.000,"65,00 m²",3,2,nan,"65,00m²","65,00m²",4,1a8años,3.153.846/m²,"$143,000"
Apartamento en Venta Bello Navarro,$ 267.000.000,"89,00 m²",3,2,1,nan,"89,00m²",4,1a8años,3.000.000/m²,"$225,100"
NORDICA,Desde $ 138.850.000 Hasta $ 302.650.000,"36,00 a 82,00 m²",1,1,nan,"35,00a80,00m²","36,00a82,00m²",3,nan,nan,nan
Apartamento en Venta Bello Plaza Navarra ,$ 125.000.000,"44,00 m²",2,1,nan,"44,00m²","44,00m²",3,nan,2.840.909/m²,nan
Florida Norteamerica,Desde $ 186.460.000 Hasta $ 260.000.000,"56,92 a 89,63 m²",3,2,nan,nan,"56,92a89,63m²",3,nan,nan,nan
NORDICA,Desde $ 138.850.000 Hasta $ 302.650.000,"36,00 a 82,00 m²",1,1,nan,"35,00a80,00m²","36,00a82,00m²",3,nan,nan,nan
Apartamento en Venta Bello Niquia,$ 198.000.000,"54,00 m²",2,2,nan,nan,"54,00m²",nan,nan,3.666.667/m²,nan
Apartamento en Venta Bello Cabañitas La Quinta,$ 265.000.000,"72,00 m²",3,2,1,"72,00m²","72,00m²",4,1a8años,3.680.556/m²,nan
Apartamento en Venta Bello Rosalpi,$ 280.000.000,"103,00 m²",4,2,nan,nan,"103,00m²",3,16a30años,2.718.447/m²,nan
Apartamento en Venta Bello madero,$ 185.000.000,"62,00 m²",3,2,1,nan,"62,00m²",4,1a8años,2.983.871/m²,"$110,000"
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
Apartamento en Venta Bello Santa Ana,$ 215.148.000,"66,00 m²",3,2,1,"66,00m²","66,00m²",3,Menosde1año,3.259.818/m²,"$184,000"
MONTANA,Desde $ 562.600.000 Hasta $ 602.600.000,"126,14 m²",3,4,2,nan,"126,14m²",4,nan,nan,nan
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
Apartamento en Venta Bello UNIDAD RINCON DEL BOSQUE,$ 128.000.000,"62,00 m²",3,2,nan,nan,"62,00m²",3,1a8años,2.064.516/m²,nan
Apartamento en Venta Bello BELLO,$ 195.000.000,"55,00 m²",3,2,nan,"55,00m²","55,00m²",4,1a8años,3.545.455/m²,"$140,000"
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
Apartamento en Venta Bello Niquia,$ 165.000.000,"55,00 m²",3,2,1,"55,00m²","55,00m²",3,1a8años,3.000.000/m²,"$120,000"
Apartamento en Venta Bello BELLO,$ 230.000.000,"66,00 m²",2,2,1,"66,00m²","66,00m²",4,Menosde1año,3.484.848/m²,nan
NORDICA,Desde $ 138.850.000 Hasta $ 302.650.000,"36,00 a 82,00 m²",1,1,nan,"35,00a80,00m²","36,00a82,00m²",3,nan,nan,nan
Apartamento en Venta Bello BELLO,$ 180.780.059,"67,00 m²",5,3,1,"67,00m²","67,00m²",4,Menosde1año,2.698.210/m²,nan
Apartamento en Venta Bello NIQUIA,$ 175.000.000,"65,00 m²",3,2,1,nan,"65,00m²",4,nan,2.692.308/m²,nan
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
Apartamento en Venta Bello Norteamerica,$ 180.000.000,"68,00 m²",2,2,2,nan,"68,00m²",4,1a8años,2.647.059/m²,"$130,000"
Apartamento en Venta Bello Cabañas,$ 230.000.000,"70,00 m²",2,2,1,"70,00m²","70,00m²",4,nan,3.285.714/m²,"$169,000"
NORDICA,Desde $ 138.850.000 Hasta $ 302.650.000,"36,00 a 82,00 m²",1,1,nan,"35,00a80,00m²","36,00a82,00m²",3,nan,nan,nan
Apartamento en Venta Bello Niquia Ceiba del Norte,$ 169.000.000,"65,00 m²",3,2,nan,"65,00m²","65,00m²",4,1a8años,2.600.000/m²,nan
Apartamento en Venta Bello obrero,$ 178.250.000,"57,50 m²",2,2,nan,nan,"57,50m²",3,Menosde1año,3.100.000/m²,nan
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
Apartamento en Venta Bello villas del sol,$ 110.000.000,"56,00 m²",3,2,nan,nan,"56,00m²",3,1a8años,1.964.286/m²,"$120,000"
Apartamento en Venta Bello Cabañas,$ 232.000.000,"70,00 m²",3,2,1,nan,"70,00m²",4,1a8años,3.314.286/m²,nan
NORDICA,Desde $ 138.850.000 Hasta $ 302.650.000,"36,00 a 82,00 m²",1,1,nan,"35,00a80,00m²","36,00a82,00m²",3,nan,nan,nan
Apartamento en Venta Bello bello la primavera ,$ 157.000.000,"65,00 m²",3,2,1,"65,00m²","65,00m²",3,1a8años,2.415.385/m²,nan
Apartamento en Venta Bello CABAITAS,$ 340.000.000,"128,00 m²",3,3,1,"128,00m²","128,00m²",4,Menosde1año,2.656.250/m²,nan
Apartamento en Venta Bello Puerta Madera,$ 200.000.000,"67,00 m²",3,2,1,"65,00m²","67,00m²",3,1a8años,2.985.075/m²,"$135,000"
Apartamento en Venta Bello Bello,$ 110.000.000,"48,00 m²",3,2,2,"48,00m²","48,00m²",3,1a8años,2.291.667/m²,nan
Apartamento en Venta Bello Pérez ,$ 180.000.000,"61,00 m²",3,2,1,nan,"61,00m²",3,1a8años,2.950.820/m²,"$120,000"
Apartamento en Venta Bello NIQUIA,$ 245.000.000,"70,00 m²",3,2,1,"70,00m²","70,00m²",5,1a8años,3.500.000/m²,"$206,000"
Apartamento en Venta Bello Puerta del Norte,$ 172.000.000,"51,00 m²",2,2,1,nan,"51,00m²",3,1a8años,3.372.549/m²,"$165,400"
Apartamento en Venta Bello Madera,$ 182.000.000,"61,00 m²",3,2,1,"61,00m²","61,00m²",4,1a8años,2.983.607/m²,nan
Apartamento en Venta Bello BELLO,$ 170.000.000,"57,00 m²",3,2,nan,nan,"57,00m²",3,nan,2.982.456/m²,nan
Apartamento en Venta Bello bello,$ 165.000.000,"52,00 m²",3,2,1,"52,00m²","52,00m²",4,Menosde1año,3.173.077/m²,nan
Apartamento en Venta Bello BELLO,$ 216.712.697,"79,00 m²",3,2,1,"79,00m²","79,00m²",4,Menosde1año,2.743.199/m²,nan
Florida Norteamerica,Desde $ 186.460.000 Hasta $ 260.000.000,"56,92 a 89,63 m²",3,2,nan,nan,"56,92a89,63m²",3,nan,nan,nan
Apartamento en Venta Bello PUERTO NUEVO CON PARQUEADERO PRIVADO,$ 240.000.000,"67,00 m²",3,2,nan,nan,"67,00m²",4,1a8años,3.582.090/m²,nan
Apartamento en Venta Bello Santa Ana,$ 170.000.000,"60,00 m²",3,2,1,"54,00m²","60,00m²",4,Menosde1año,2.833.333/m²,nan
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Apartamento en Venta Bello LA MADERA,$ 158.000.000,"57,00 m²",3,2,1,"57,00m²","57,00m²",3,Menosde1año,2.771.930/m²,nan
Apartamento en Venta Bello Madera,$ 150.000.000,"58,00 m²",3,2,nan,"58,00m²","58,00m²",3,Menosde1año,2.586.207/m²,"$90,000E"
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Apartamento en Venta Bello bello,$ 250.000.000,"67,00 m²",3,2,1,"67,00m²","67,00m²",4,1a8años,3.731.343/m²,"$146,000"
MONTANA,Desde $ 562.600.000 Hasta $ 602.600.000,"126,14 m²",3,4,2,nan,"126,14m²",4,nan,nan,nan
C26,Desde $ 190.250.000 Hasta $ 268.756.000,"47,50 a 71,42 m²",1,1,1,nan,"47,50a71,42m²",4,nan,nan,nan
Apartamento en Venta Bello CABAITAS,$ 220.000.000,"80,00 m²",3,2,1,"80,00m²","80,00m²",4,Menosde1año,2.750.000/m²,nan
Apartamento en Venta Bello NIQUIA,$ 250.000.000,"68,00 m²",2,2,1,"68,00m²","68,00m²",4,Menosde1año,3.676.471/m²,"$135,000"
Apartamento en Venta Bello Barrio Obrero,$ 320.000.000,"90,00 m²",3,2,1,"90,00m²","90,00m²",3,1a8años,3.555.556/m²,"$170,000"
Apartamento en Venta Bello NIQUIA,$ 149.000.000,"55,00 m²",3,2,nan,"55,00m²","55,00m²",4,1a8años,2.709.091/m²,"$135,000"
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Apartamento en Venta Bello Niquia,$ 250.000.000,"70,00 m²",3,2,1,nan,"70,00m²",4,Menosde1año,3.571.429/m²,"$130,000"
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Apartamento en Venta Bello bello,$ 260.000.000,"83,00 m²",3,2,1,"83,00m²","83,00m²",4,nan,3.132.530/m²,nan
Apartamento en Venta Bello paris,$ 83.000.000,"39,00 m²",2,1,nan,nan,"39,00m²",2,Menosde1año,2.128.205/m²,nan
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Apartamento en Venta Bello trpiche,$ 120.000.000,"41,14 m²",2,1,1,nan,"41,14m²",3,1a8años,2.916.869/m²,"$85,000E"
Apartamento en Venta Bello SANTA ANA,$ 230.000.000,"84,00 m²",3,2,nan,"84,00m²","84,00m²",3,Menosde1año,2.738.095/m²,nan
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Apartamento en Venta Bello BELLO,$ 183.854.972,"67,00 m²",5,3,1,"67,00m²","67,00m²",4,Menosde1año,2.744.104/m²,nan
Apartamento en Venta Bello niquia,$ 175.000.000,"56,00 m²",2,2,1,nan,"56,00m²",4,1a8años,3.125.000/m²,nan
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Apartamento en Venta Bello Trapiche ,$ 102.000.000,"42,00 m²",3,1,1,"42,00m²","42,00m²",2,1a8años,2.428.571/m²,"$75,000E"
Apartamento en Venta Bello Los Ángeles ,$ 160.000.000,"84,00 m²",2,2,1,nan,"84,00m²",2,9a15años,1.904.762/m²,nan
C26,Desde $ 190.250.000 Hasta $ 268.756.000,"47,50 a 71,42 m²",1,1,1,nan,"47,50a71,42m²",4,nan,nan,nan
Apartamento en Venta Bello MIRADOR,$ 155.000.000,"54,00 m²",3,2,nan,nan,"54,00m²",3,nan,2.870.370/m²,nan
Apartamento en Venta Bello Bellavista,$ 115.000.000,"55,70 m²",3,2,nan,nan,"55,70m²",3,1a8años,2.064.632/m²,"$110,000"
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Apartamento en Venta Bello TRAPICHE,$ 155.000.000,"63,00 m²",3,2,nan,"63,00m²","63,00m²",3,Menosde1año,2.460.317/m²,nan
Apartamento en Venta Bello villas del sol,$ 130.000.000,"53,50 m²",2,2,nan,nan,"53,50m²",3,1a8años,2.429.907/m²,"$130,000"
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Apartamento en Venta Bello BELLO,$ 376.823.353,"145,00 m²",5,3,1,"145,00m²","145,00m²",4,Menosde1año,2.598.782/m²,nan
Apartamento en Venta Bello EL TRAPICHE,$ 130.000.000,"62,00 m²",3,2,nan,"62,00m²","62,00m²",3,1a8años,2.096.774/m²,nan
Apartamento en Venta Bello bucaros,$ 198.000.000,"66,00 m²",3,2,1,"66,00m²","66,00m²",3,Menosde1año,3.000.000/m²,"$140,000"
Apartamento en Venta Bello Barrio Obrero,$ 180.000.000,"74,00 m²",3,2,nan,"74,00m²","74,00m²",3,9a15años,2.432.432/m²,"$130,000"
Apartamento en Venta Bello niquia,$ 260.000.000,"64,29 m²",3,2,1,nan,"64,29m²",4,Menosde1año,4.044.175/m²,"$135,000"
Apartamento en Venta Bello CABAÑAS,$ 190.000.000,"54,00 m²",2,2,1,nan,"54,00m²",4,Menosde1año,3.518.519/m²,"$142,000"
Apartamento en Venta Bello BALADARES,$ 175.000.000,"50,00 m²",3,2,1,nan,"50,00m²",3,nan,3.500.000/m²,nan
Apartamento en Venta Bello Santa Ana,$ 212.744.802,"58,00 m²",2,2,1,nan,"58,00m²",3,Menosde1año,3.668.014/m²,nan
Apartamento en Venta Bello panamericano,$ 220.000.000,"67,00 m²",3,2,1,"67,00m²","67,00m²",4,Menosde1año,3.283.582/m²,nan
Apartamento en Venta Bello Niquia,$ 200.000.000,"60,00 m²",3,2,1,nan,"60,00m²",4,Menosde1año,3.333.333/m²,nan
Apartamento en Venta Bello Panamericano,$ 220.000.000,"55,00 m²",2,2,1,"55,00m²","55,00m²",3,Menosde1año,4.000.000/m²,"$172,000"
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Apartamento en Venta Bello paris,$ 83.000.000,"39,00 m²",2,1,nan,nan,"39,00m²",2,Menosde1año,2.128.205/m²,nan
Apartamento en Venta Bello La Cabañita,$ 240.000.000,"97,00 m²",3,2,1,nan,"97,00m²",4,9a15años,2.474.227/m²,nan
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
Apartamento en Venta Bello prado,$ 202.508.000,"64,00 m²",3,2,1,"64,00m²","64,00m²",3,Menosde1año,3.164.188/m²,"$150,000"
Apartamento en Venta Bello La madera Bello,$ 172.000.000,"58,00 m²",2,2,nan,"58,00m²","58,00m²",3,1a8años,2.965.517/m²,"$116,950"
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
Apartamento en Venta Bello Cabañitas,$ 370.000.000,"90,00 m²",3,2,2,nan,"90,00m²",4,1a8años,4.111.111/m²,"$236,000"
Florida Norteamerica,Desde $ 186.460.000 Hasta $ 260.000.000,"56,92 a 89,63 m²",3,2,nan,nan,"56,92a89,63m²",3,nan,nan,nan
NORDICA,Desde $ 138.850.000 Hasta $ 302.650.000,"36,00 a 82,00 m²",1,1,nan,"35,00a80,00m²","36,00a82,00m²",3,nan,nan,nan
Apartamento en Venta Bello obrero,$ 175.000.000,"80,00 m²",3,2,nan,nan,"80,00m²",4,Menosde1año,2.187.500/m²,nan
Apartamento en Venta Bello SECTOR TRAPICHE,$ 125.000.000,"55,00 m²",3,1,nan,"55,00m²","55,00m²",3,1a8años,2.272.727/m²,"$75,000E"
Apartamento en Venta Bello BELLO,$ 374.948.042,"144,00 m²",5,3,1,"144,00m²","144,00m²",4,Menosde1año,2.603.806/m²,nan
Apartamento en Venta Bello BELLO,$ 216.412.697,"79,00 m²",3,2,1,"79,00m²","79,00m²",4,Menosde1año,2.739.401/m²,nan
NORDICA,Desde $ 138.850.000 Hasta $ 302.650.000,"36,00 a 82,00 m²",1,1,nan,"35,00a80,00m²","36,00a82,00m²",3,nan,nan,nan
Apartamento en Venta Bello EL TRAPICHE,$ 167.000.000,"71,00 m²",3,2,1,"71,00m²","71,00m²",4,Menosde1año,2.352.113/m²,nan
MONTANA,Desde $ 562.600.000 Hasta $ 602.600.000,"126,14 m²",3,4,2,nan,"126,14m²",4,nan,nan,nan
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
Apartamento en Venta Bello el trapiche ,$ 141.000.000,"62,00 m²",3,2,1,nan,"62,00m²",3,Menosde1año,2.274.194/m²,nan
Apartamento en Venta Bello BELLO,$ 217.312.697,"79,00 m²",3,2,1,"79,00m²","79,00m²",4,Menosde1año,2.750.794/m²,nan
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
Apartamento en Venta Bello Santa Ana,$ 267.506.000,"86,00 m²",3,2,1,"86,00m²","86,00m²",3,Menosde1año,3.110.535/m²,"$240,000"
Apartamento en Venta Bello Amazonía,$ 230.000.000,"65,00 m²",3,2,1,nan,"65,00m²",4,1a8años,3.538.462/m²,"$177,000"
C26,Desde $ 190.250.000 Hasta $ 268.756.000,"47,50 a 71,42 m²",1,1,1,nan,"47,50a71,42m²",4,nan,nan,nan
Apartamento en Venta Bello Gran Avenida,$ 155.000.000,"58,00 m²",3,2,nan,nan,"58,00m²",nan,nan,2.672.414/m²,nan
Apartamento en Venta Bello Obrero,$ 145.000.000,"62,00 m²",3,1,nan,"68,00m²","62,00m²",3,16a30años,2.338.710/m²,"$100,000"
NORDICA,Desde $ 138.850.000 Hasta $ 302.650.000,"36,00 a 82,00 m²",1,1,nan,"35,00a80,00m²","36,00a82,00m²",3,nan,nan,nan
Apartamento en Venta Bello BELLO,$ 217.312.697,"79,00 m²",3,2,1,"79,00m²","79,00m²",4,Menosde1año,2.750.794/m²,nan
Apartamento en Venta Bello Niquia Parte Baja a solo 3 cuadras de la Estación del Metro y el CC Puerta del Norte,$ 144.500.000,"64,00 m²",3,1,nan,nan,"64,00m²",3,nan,2.257.813/m²,nan
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
Apartamento en Venta Bello valadares ,$ 115.000.000,"60,00 m²",3,2,nan,nan,"60,00m²",3,1a8años,1.916.667/m²,nan
Apartamento en Venta Bello Niquia ,$ 189.000.000,"67,00 m²",3,2,1,nan,"67,00m²",3,1a8años,2.820.896/m²,nan
NORDICA,Desde $ 138.850.000 Hasta $ 302.650.000,"36,00 a 82,00 m²",1,1,nan,"35,00a80,00m²","36,00a82,00m²",3,nan,nan,nan
Apartamento en Venta Bello GANGA UNIDAD RESIDENCIAL RINCON DEL BOSQUE,$ 135.000.000,"62,00 m²",3,2,1,nan,"62,00m²",3,1a8años,2.177.419/m²,nan
Apartamento en Venta Bello Niquia,$ 320.000.000,"78,00 m²",3,2,2,"78,00m²","78,00m²",4,1a8años,4.102.564/m²,nan
NORDICA,Desde $ 138.850.000 Hasta $ 302.650.000,"36,00 a 82,00 m²",1,1,nan,"35,00a80,00m²","36,00a82,00m²",3,nan,nan,nan
Apartamento en Venta Bello Ciudadela Amazonía Cabañas,$ 225.000.000,"70,00 m²",3,2,1,"70,00m²","70,00m²",4,Menosde1año,3.214.286/m²,"$130,000"
Apartamento en Venta Bello BELLO,$ 376.823.353,"145,00 m²",5,3,1,"145,00m²","145,00m²",4,Menosde1año,2.598.782/m²,nan
Apartamento en Venta Bello BELLO,$ 217.312.697,"79,00 m²",3,2,1,"79,00m²","79,00m²",4,Menosde1año,2.750.794/m²,nan
Apartamento en Venta Bello Valadares,$ 140.000.000,"60,00 m²",3,1,nan,nan,"60,00m²",3,1a8años,2.333.333/m²,"$110,000"
Apartamento en Venta Bello rincon del bosque,$ 143.000.000,"63,00 m²",3,2,nan,"63,00m²","63,00m²",3,1a8años,2.269.841/m²,nan
Apartamento en Venta Bello cabañas,$ 200.000.000,"99,00 m²",3,2,nan,nan,"99,00m²",3,nan,2.020.202/m²,nan
Apartamento en Venta Bello prado,$ 202.508.000,"64,00 m²",3,2,1,"64,00m²","64,00m²",3,Menosde1año,3.164.188/m²,"$150,000"
Apartamento en Venta Bello andalucia,$ 170.000.000,"78,00 m²",3,2,1,"78,00m²","78,00m²",3,9a15años,2.179.487/m²,nan
Apartamento en Venta Bello La navarra,$ 165.000.000,"54,00 m²",3,2,1,nan,"54,00m²",3,1a8años,3.055.556/m²,"$100,000"
Apartamento en Venta Bello Bello,$ 128.000.000,"60,00 m²",3,2,nan,"60,00m²","60,00m²",3,nan,2.133.333/m²,nan
Apartamento en Venta Bello BELLO,$ 382.122.151,"143,00 m²",5,3,1,"143,00m²","143,00m²",4,Menosde1año,2.672.183/m²,nan
Apartamento en Venta Bello Barrio Perez,$ 185.000.000,"61,00 m²",3,2,1,"61,00m²","61,00m²",3,1a8años,3.032.787/m²,"$121,000"
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Apartamento en Venta Bello PUERTO NUEVO,$ 320.000.000,"90,00 m²",3,3,1,"90,00m²","90,00m²",3,Menosde1año,3.555.556/m²,"$205,000"
Apartamento en Venta Bello Briceñito,$ 95.000.000,"72,00 m²",2,2,nan,"72,00m²","72,00m²",2,1a8años,1.319.444/m²,nan
RESERVA DE BÚCAROS,Desde $ 151.012.000 Hasta $ 313.871.000,"43,60 a 105,60 m²",1,2,1,"38,94a97,21m²","43,60a105,60m²",3,nan,nan,nan
Apartamento en Venta Bello Norte America,$ 220.000.000,"62,00 m²",3,2,1,nan,"62,00m²",4,1a8años,3.548.387/m²,nan
Apartamento en Venta Bello Ciudadela Amazonia,$ 210.000.000,"64,00 m²",3,2,1,"64,00m²","64,00m²",4,nan,3.281.250/m²,"$160,000"
RESERVA DE BÚCAROS,Desde $ 151.012.000 Hasta $ 313.871.000,"43,60 a 105,60 m²",1,2,1,"38,94a97,21m²","43,60a105,60m²",3,nan,nan,nan
