title,price,surface,rooms,baths,garages,private area,builded area,estrato,antiquity,price m2,administration
Apartamento en Venta Bello Niquia,$ 235.000.000,"64,00 m²",2,2,nan,nan,"64,00m²",4,Menosde1año,3.671.875/m²,nan
RESERVA DE BÚCAROS,Desde $ 151.012.000 Hasta $ 313.871.000,"43,60 a 105,60 m²",1,2,1,"38,94a97,21m²","43,60a105,60m²",3,nan,nan,nan
Apartamento en Venta Bello BELLO,$ 215.000.000,"65,00 m²",3,2,1,"65,00m²","65,00m²",4,nan,3.307.692/m²,"$150,000"
Apartamento en Venta Bello NIQUIA PANAMERICANO,$ 227.000.000,"73,00 m²",3,2,1,nan,"73,00m²",4,nan,3.109.589/m²,nan
Apartamento en Venta Bello NIQUIA,$ 200.000.000,"65,00 m²",3,2,1,nan,"65,00m²",4,1a8años,3.076.923/m²,"$210,000"
Apartamento en Venta Bello CABAÑITAS,$ 185.000.000,"63,00 m²",3,2,1,nan,"63,00m²",4,1a8años,2.936.508/m²,"$40,000E"
Apartamento en Venta Bello Machado,$ 135.000.000,"61,00 m²",3,2,1,"61,00m²","61,00m²",3,1a8años,2.213.115/m²,"$89,000E"
Apartamento en Venta Bello Santa Ana,$ 230.000.000,"85,00 m²",3,2,1,"85,00m²","85,00m²",4,1a8años,2.705.882/m²,"$232,700"
Apartamento en Venta Bello CABAÑAS,$ 215.000.000,"88,00 m²",3,2,nan,nan,"88,00m²",4,nan,2.443.182/m²,nan
Apartamento en Venta Bello Santa Ana,$ 250.000.000,"60,00 m²",3,2,1,nan,"60,00m²",4,Menosde1año,4.166.667/m²,"$166,000"
Apartamento en Venta Bello BELLO,$ 185.000.000,"67,00 m²",2,2,1,"67,00m²","67,00m²",4,Menosde1año,2.761.194/m²,nan
Apartamento en Venta Bello Cabañitas,$ 165.000.000,"70,00 m²",3,1,nan,nan,"70,00m²",3,9a15años,2.357.143/m²,nan
Apartamento en Venta Bello LA PRIMAVERA,$ 150.000.000,"61,00 m²",3,2,1,nan,"61,00m²",4,nan,2.459.016/m²,"$134,900"
Apartamento en Venta Bello Cabañas ,$ 245.000.000,"71,00 m²",3,2,1,"71,00m²","71,00m²",3,Menosde1año,3.450.704/m²,"$100,000"
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Apartamento en Venta Bello CABAÑAS URBANIZACIÓN LA QUINTA,$ 265.000.000,"78,00 m²",3,2,1,nan,"78,00m²",4,1a8años,3.397.436/m²,nan
Apartamento en Venta Bello SECTOR INCAMETAL MACHADO,$ 178.000.000,"62,00 m²",3,2,nan,nan,"62,00m²",3,1a8años,2.870.968/m²,"$125,000"
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
Apartamento en Venta Bello BELLO,$ 149.900.000,"52,00 m²",2,2,1,"52,00m²","52,00m²",3,Menosde1año,2.882.692/m²,nan
Apartamento en Venta Bello niquia,$ 175.000.000,"56,00 m²",2,2,1,nan,"56,00m²",4,1a8años,3.125.000/m²,nan
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
Apartamento en Venta Bello Cabañas,$ 310.000.000,"70,00 m²",3,2,1,"70,00m²","70,00m²",4,1a8años,4.428.571/m²,"$210,000"
MONTANA,Desde $ 562.600.000 Hasta $ 602.600.000,"126,14 m²",3,4,2,nan,"126,14m²",4,nan,nan,nan
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
Apartamento en Venta Bello nortemerica,$ 600.000.000,"110,00 m²",4,3,1,nan,"110,00m²",4,1a8años,5.454.545/m²,"$240,000"
Apartamento en Venta Bello Amazonia Las Cabañas,$ 240.000.000,"67,00 m²",3,2,1,"60,00m²","67,00m²",4,1a8años,3.582.090/m²,"$140,000"
Apartamento en Venta Bello niquia,$ 242.000.000,"60,00 m²",2,2,1,"60,00m²","60,00m²",3,Menosde1año,4.033.333/m²,"$140,000"
Apartamento en Venta Bello Norteamérica,$ 190.000.000,"68,00 m²",2,2,nan,"68,00m²","68,00m²",4,1a8años,2.794.118/m²,"$127,000"
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
Apartamento en Venta Bello cabañitas amazonia,$ 235.000.000,"76,00 m²",3,2,1,"76,00m²","76,00m²",4,1a8años,3.092.105/m²,"$180,000"
Florida Norteamerica,Desde $ 186.460.000 Hasta $ 260.000.000,"56,92 a 89,63 m²",3,2,nan,nan,"56,92a89,63m²",3,nan,nan,nan
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
Apartamento en Venta Bello cabañitas,$ 185.000.000,"80,00 m²",3,2,1,"80,00m²","80,00m²",3,nan,2.312.500/m²,nan
Apartamento en Venta Bello LA MADERA,$ 165.000.000,"59,00 m²",2,2,1,nan,"59,00m²",3,nan,2.796.610/m²,nan
Apartamento en Venta Bello CABAÑAS CERCA A CASA AZUL,$ 140.000.000,"54,00 m²",2,2,nan,nan,"54,00m²",3,1a8años,2.592.593/m²,nan
Apartamento en Venta Bello Peña verde ,$ 155.000.000,"94,00 m²",3,2,1,"94,00m²","94,00m²",3,Menosde1año,1.648.936/m²,"$105,000"
Apartamento en Venta Bello Santa Ana,$ 243.000.000,"73,00 m²",3,2,1,nan,"73,00m²",4,1a8años,3.328.767/m²,"$208,000"
Apartamento en Venta Bello Estación Madera,$ 175.000.000,"59,00 m²",r,2,1,"59,00m²","59,00m²",3,nan,2.966.102/m²,"$120,000"
Apartamento en Venta Bello Cabañitas Ciudad Central,$ 240.000.000,"73,00 m²",3,2,1,"73,00m²","73,00m²",4,1a8años,3.287.671/m²,nan
Apartamento en Venta Bello Cabañas,$ 190.000.000,"99,00 m²",3,2,nan,"99,00m²","99,00m²",4,9a15años,1.919.192/m²,"$360,000"
Apartamento en Venta Bello Sur Cabañas,$ 215.000.000,"66,00 m²",3,2,1,"66,00m²","66,00m²",3,1a8años,3.257.576/m²,"$150,000"
Apartamento en Venta Bello Niquia Ceiba del Norte,$ 210.000.000,"65,00 m²",3,2,nan,"65,00m²","65,00m²",4,1a8años,3.230.769/m²,nan
Apartamento en Venta Bello Conjunto Puerta Madera,$ 190.000.000,"64,00 m²",3,2,1,"64,00m²","64,00m²",3,1a8años,2.968.750/m²,"$137,000"
Apartamento en Venta Bello Conjunto Puerta Madera,$ 193.000.000,"64,00 m²",3,2,1,"64,00m²","64,00m²",3,1a8años,3.015.625/m²,"$130,000"
Apartamento en Venta Bello Conjunto Puerta Madera,$ 185.000.000,"59,00 m²",3,2,1,"59,00m²","59,00m²",3,1a8años,3.135.593/m²,"$130,000"
Apartamento en Venta Bello Norteamerica,$ 175.000.000,"56,00 m²",2,2,1,nan,"56,00m²",4,Menosde1año,3.125.000/m²,"$100,000"
Apartamento en Venta Bello FLORIDA NORTEAMERICA,$ 220.000.000,"68,00 m²",3,2,1,nan,"68,00m²",4,1a8años,3.235.294/m²,nan
Apartamento en Venta Bello MACHADO,$ 160.000.000,"55,00 m²",3,2,nan,"55,00m²","55,00m²",3,1a8años,2.909.091/m²,"$128,000"
C26,Desde $ 190.250.000 Hasta $ 268.756.000,"47,50 a 71,42 m²",1,1,1,nan,"47,50a71,42m²",4,nan,nan,nan
C26,Desde $ 190.250.000 Hasta $ 268.756.000,"47,50 a 71,42 m²",1,1,1,nan,"47,50a71,42m²",4,nan,nan,nan
Apartamento en Venta Bello Bello,$ 250.000.000,"115,00 m²",4,r,nan,"115,00m²","115,00m²",3,nan,2.173.913/m²,nan
Apartamento en Venta Bello niquia,$ 198.000.000,"60,00 m²",2,2,1,"60,00m²","60,00m²",3,1a8años,3.300.000/m²,"$174,000"
C26,Desde $ 190.250.000 Hasta $ 268.756.000,"47,50 a 71,42 m²",1,1,1,nan,"47,50a71,42m²",4,nan,nan,nan
Apartamento en Venta Bello amazonia,$ 190.000.000,"75,00 m²",2,2,1,"75,00m²","75,00m²",4,nan,2.533.333/m²,nan
Apartamento en Venta Bello Alcalá Curazao,$ 135.000.000,"58,00 m²",2,2,nan,"58,00m²","58,00m²",3,1a8años,2.327.586/m²,"$100,000"
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Apartamento en Venta Bello PUERTO NUEVO CON PARQUEADERO PRIVADO,$ 240.000.000,"67,00 m²",3,2,nan,nan,"67,00m²",4,1a8años,3.582.090/m²,nan
Apartamento en Venta Bello Briceñito,$ 95.000.000,"72,00 m²",2,2,nan,"72,00m²","72,00m²",2,1a8años,1.319.444/m²,nan
NORDICA,Desde $ 138.850.000 Hasta $ 302.650.000,"36,00 a 82,00 m²",1,1,nan,"35,00a80,00m²","36,00a82,00m²",3,nan,nan,nan
Apartamento en Venta Bello LA MADERA,$ 158.000.000,"57,00 m²",3,2,1,"57,00m²","57,00m²",3,Menosde1año,2.771.930/m²,nan
Apartamento en Venta Bello cabañas,$ 230.000.000,"69,00 m²",3,2,1,"69,00m²","69,00m²",4,1a8años,3.333.333/m²,nan
NORDICA,Desde $ 138.850.000 Hasta $ 302.650.000,"36,00 a 82,00 m²",1,1,nan,"35,00a80,00m²","36,00a82,00m²",3,nan,nan,nan
Apartamento en Venta Bello CABAÑITAS,$ 215.000.000,"100,00 m²",3,2,nan,nan,"100,00m²",4,1a8años,2.150.000/m²,nan
MONTANA,Desde $ 562.600.000 Hasta $ 602.600.000,"126,14 m²",3,4,2,nan,"126,14m²",4,nan,nan,nan
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
Apartamento en Venta Bello Niquia Hacienda Niquia,$ 250.000.000,"65,00 m²",3,2,1,"65,00m²","65,00m²",4,1a8años,3.846.154/m²,nan
Apartamento en Venta Bello Estación Madera,$ 195.000.000,"67,00 m²",2,2,1,nan,"67,00m²",3,1a8años,2.910.448/m²,"$138,000"
Apartamento en Venta Bello El Carmelo Cascada de Riachuelos,$ 115.000.000,"50,00 m²",2,1,nan,"50,00m²","50,00m²",3,16a30años,2.300.000/m²,nan
Apartamento en Venta Bello Niquia,$ 177.000.000,"57,00 m²",2,2,1,"57,00m²","57,00m²",3,1a8años,3.105.263/m²,"$130,000"
NORDICA,Desde $ 138.850.000 Hasta $ 302.650.000,"36,00 a 82,00 m²",1,1,nan,"35,00a80,00m²","36,00a82,00m²",3,nan,nan,nan
Apartamento en Venta Bello Cabañas,$ 195.000.000,"54,00 m²",2,2,1,"54,00m²","54,00m²",4,1a8años,3.611.111/m²,"$140,000"
Florida Norteamerica,Desde $ 186.460.000 Hasta $ 260.000.000,"56,92 a 89,63 m²",3,2,nan,nan,"56,92a89,63m²",3,nan,nan,nan
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
Apartamento en Venta Bello navarra,$ 160.000.000,"57,00 m²",3,2,1,"57,00m²","57,00m²",3,1a8años,2.807.018/m²,"$130,000"
Apartamento en Venta Bello BELLO,$ 170.000.000,"55,00 m²",2,2,1,"55,00m²","55,00m²",4,1a8años,3.090.909/m²,"$130,000"
NORDICA,Desde $ 138.850.000 Hasta $ 302.650.000,"36,00 a 82,00 m²",1,1,nan,"35,00a80,00m²","36,00a82,00m²",3,nan,nan,nan
Apartamento en Venta Bello Barrio Gorreti  Bello  Antioquia ,$ 126.000.000,"56,00 m²",3,2,nan,"56,00m²","56,00m²",3,1a8años,2.250.000/m²,"$95,000E"
Apartamento en Venta Bello Niquia ,$ 185.000.000,"56,00 m²",3,2,1,"56,00m²","56,00m²",4,1a8años,3.303.571/m²,"$110,000"
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
Apartamento en Venta Bello bellavista,$ 110.000.000,"56,00 m²",3,2,nan,nan,"56,00m²",3,1a8años,1.964.286/m²,"$99,000E"
Apartamento en Venta Bello Prado,$ 145.500.000,"50,25 m²",2,2,nan,nan,"50,25m²",3,Menosde1año,2.895.522/m²,nan
NORDICA,Desde $ 138.850.000 Hasta $ 302.650.000,"36,00 a 82,00 m²",1,1,nan,"35,00a80,00m²","36,00a82,00m²",3,nan,nan,nan
Apartamento en Venta Bello BELLO,$ 221.000.000,"58,00 m²",2,2,1,"58,00m²","58,00m²",4,Menosde1año,3.810.345/m²,"$170,000"
Apartamento en Venta Bello Cabañas,$ 190.000.000,"80,00 m²",3,2,nan,"80,00m²","80,00m²",4,1a8años,2.375.000/m²,nan
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
Apartamento en Venta Bello Niquia Poblado Niquia,$ 165.000.000,"56,00 m²",3,2,nan,"56,00m²","56,00m²",3,1a8años,2.946.429/m²,nan
Apartamento en Venta Bello niquia parte baja,$ 210.000.000,"80,00 m²",3,2,1,nan,"80,00m²",3,1a8años,2.625.000/m²,$148Estr
C26,Desde $ 190.250.000 Hasta $ 268.756.000,"47,50 a 71,42 m²",1,1,1,nan,"47,50a71,42m²",4,nan,nan,nan
Apartamento en Venta Bello NIQUIA,$ 195.000.000,"54,00 m²",3,2,1,"54,00m²","54,00m²",4,1a8años,3.611.111/m²,nan
Apartamento en Venta Bello Bello niquia,$ 198.000.000,"58,00 m²",3,2,1,"58,00m²","58,00m²",3,1a8años,3.413.793/m²,"$160,000"
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
Apartamento en Venta Bello Bello,$ 160.000.000,"62,00 m²",3,2,nan,"62,00m²","62,00m²",3,1a8años,2.580.645/m²,nan
Apartamento en Venta Bello Panamericano ,$ 185.000.000,"55,00 m²",2,2,1,"55,00m²","55,00m²",3,1a8años,3.363.636/m²,"$168,000"
Apartamento en Venta Bello bello la florida,$ 290.000.000,"112,00 m²",3,2,1,"112,00m²","112,00m²",3,Menosde1año,2.589.286/m²,"$150,000"
Apartamento en Venta Bello SANTA ANA,$ 165.000.000,"60,00 m²",3,2,nan,nan,"60,00m²",4,1a8años,2.750.000/m²,nan
Apartamento en Venta Bello Santa Ana,$ 175.000.000,"53,00 m²",3,2,1,"53,00m²","53,00m²",3,Menosde1año,3.301.887/m²,nan
NORDICA,Desde $ 138.850.000 Hasta $ 302.650.000,"36,00 a 82,00 m²",1,1,nan,"35,00a80,00m²","36,00a82,00m²",3,nan,nan,nan
Apartamento en Venta Bello NIQUIA,$ 160.000.000,"40,00 m²",2,2,nan,"40,00m²","40,00m²",4,1a8años,4.000.000/m²,nan
Apartamento en Venta Bello PRADO,$ 225.408.000,"64,00 m²",3,2,1,"64,00m²","64,00m²",3,Menosde1año,3.522.000/m²,nan
NORDICA,Desde $ 138.850.000 Hasta $ 302.650.000,"36,00 a 82,00 m²",1,1,nan,"35,00a80,00m²","36,00a82,00m²",3,nan,nan,nan
Apartamento en Venta Bello Niquia,$ 210.000.000,"100,00 m²",3,2,nan,nan,"100,00m²",3,1a8años,2.100.000/m²,nan
Apartamento en Venta Bello NIQUIA PANAMERICANO,$ 205.000.000,"56,00 m²",2,2,nan,nan,"56,00m²",4,nan,3.660.714/m²,nan
Florida Norteamerica,Desde $ 186.460.000 Hasta $ 260.000.000,"56,92 a 89,63 m²",3,2,nan,nan,"56,92a89,63m²",3,nan,nan,nan
Apartamento en Venta Bello Niquia,$ 189.000.000,"69,00 m²",3,2,1,"63,00m²","69,00m²",4,Menosde1año,2.739.130/m²,"$120,000"
Apartamento en Venta Bello niquia,$ 175.000.000,"56,00 m²",2,2,1,nan,"56,00m²",4,1a8años,3.125.000/m²,nan
RESERVA DE BÚCAROS,Desde $ 151.012.000 Hasta $ 313.871.000,"43,60 a 105,60 m²",1,2,1,"38,94a97,21m²","43,60a105,60m²",3,nan,nan,nan
Apartamento en Venta Bello EL TRAPICHE,$ 125.000.000,"62,00 m²",3,2,nan,"62,00m²","62,00m²",3,1a8años,2.016.129/m²,"$120,000"
Apartamento en Venta Bello SECTOR INCAMETAL MACHADO,$ 178.000.000,"62,00 m²",3,2,nan,nan,"62,00m²",3,1a8años,2.870.968/m²,"$125,000"
RESERVA DE BÚCAROS,Desde $ 151.012.000 Hasta $ 313.871.000,"43,60 a 105,60 m²",1,2,1,"38,94a97,21m²","43,60a105,60m²",3,nan,nan,nan
Apartamento en Venta Bello Valadares,$ 125.000.000,"60,00 m²",3,2,nan,nan,"60,00m²",3,1a8años,2.083.333/m²,"$110,000"
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Apartamento en Venta Bello NAVARRA,$ 180.000.000,"67,00 m²",2,2,nan,nan,"67,00m²",4,nan,2.686.567/m²,nan
Apartamento en Venta Bello Primavera,$ 105.000.000,"40,00 m²",1,1,1,"40,00m²","40,00m²",3,Menosde1año,2.625.000/m²,nan
Apartamento en Venta Bello La Valerias,$ 130.000.000,"62,00 m²",3,2,1,"62,00m²","62,00m²",3,1a8años,2.096.774/m²,nan
Apartamento en Venta Bello villas del sol,$ 140.000.000,"54,60 m²",3,2,nan,nan,"54,60m²",3,1a8años,2.564.103/m²,"$120,000"
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Apartamento en Venta Bello bello,$ 160.000.000,"65,00 m²",3,1,nan,"65,00m²","65,00m²",4,nan,2.461.538/m²,nan
MONTANA,Desde $ 562.600.000 Hasta $ 602.600.000,"126,14 m²",3,4,2,nan,"126,14m²",4,nan,nan,nan
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
NORDICA,Desde $ 138.850.000 Hasta $ 302.650.000,"36,00 a 82,00 m²",1,1,nan,"35,00a80,00m²","36,00a82,00m²",3,nan,nan,nan
NORDICA,Desde $ 138.850.000 Hasta $ 302.650.000,"36,00 a 82,00 m²",1,1,nan,"35,00a80,00m²","36,00a82,00m²",3,nan,nan,nan
RESERVA DE BÚCAROS,Desde $ 151.012.000 Hasta $ 313.871.000,"43,60 a 105,60 m²",1,2,1,"38,94a97,21m²","43,60a105,60m²",3,nan,nan,nan
NORDICA,Desde $ 138.850.000 Hasta $ 302.650.000,"36,00 a 82,00 m²",1,1,nan,"35,00a80,00m²","36,00a82,00m²",3,nan,nan,nan
Apartamento en Venta Bello Cabañas,$ 240.000.000,"74,00 m²",3,2,1,nan,"74,00m²",4,1a8años,3.243.243/m²,nan
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Apartamento en Venta Bello Niquia,$ 235.000.000,"55,00 m²",2,2,2,"55,00m²","55,00m²",4,1a8años,4.272.727/m²,nan
Apartamento en Venta Bello APARTAMENTO PARA ESTRENAR EN CABAÑAS,$ 275.000.000,"95,00 m²",3,2,1,nan,"95,00m²",4,Menosde1año,2.894.737/m²,nan
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Apartamento en Venta Bello santana,$ 110.000.000,"48,00 m²",2,1,nan,nan,"48,00m²",3,9a15años,2.291.667/m²,nan
Apartamento en Venta Bello HERMOSO APARTAMENTO EN TULIPANES,$ 130.000.000,"55,00 m²",3,2,nan,nan,"55,00m²",3,1a8años,2.363.636/m²,nan
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Apartamento en Venta Bello bello,$ 120.000.000,"60,00 m²",3,1,nan,"60,00m²","60,00m²",4,nan,2.000.000/m²,"$100,000"
Apartamento en Venta Bello MADERA,$ 250.000.000,"65,00 m²",3,2,1,"65,00m²","65,00m²",4,1a8años,3.846.154/m²,nan
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Apartamento en Venta Bello BELLO,$ 245.000.000,"69,00 m²",3,2,1,nan,"69,00m²",4,nan,3.550.725/m²,"$190,000"
Apartamento en Venta Bello Niquia Nordica,$ 275.000.000,"68,00 m²",3,2,1,"68,00m²","68,00m²",4,1a8años,4.044.118/m²,"$150,000"
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Apartamento en Venta Bello Paraiso,$ 125.000.000,"42,00 m²",2,1,2,"42,00m²","42,00m²",3,9a15años,2.976.190/m²,nan
Apartamento en Venta Bello PEREZ,$ 190.000.000,"79,00 m²",3,2,nan,nan,"79,00m²",3,nan,2.405.063/m²,"$130,000"
Apartamento en Venta Bello CUMBRE,$ 145.000.000,"50,00 m²",3,2,nan,nan,"50,00m²",3,nan,2.900.000/m²,"$100,000"
Apartamento en Venta Bello Niquia,$ 200.000.000,"56,00 m²",3,2,1,"56,00m²","56,00m²",3,1a8años,3.571.429/m²,nan
Apartamento en Venta Bello Navarra ,$ 165.000.000,"58,00 m²",3,2,1,nan,"58,00m²",3,1a8años,2.844.828/m²,"$112,000"
Apartamento en Venta Bello Niquia Ceiba del Norte,$ 215.000.000,"65,00 m²",3,2,1,"65,00m²","65,00m²",4,1a8años,3.307.692/m²,nan
Apartamento en Venta Bello amazonias,$ 200.000.000,"67,00 m²",3,2,1,"67,00m²","67,00m²",4,1a8años,2.985.075/m²,"$172,000"
Apartamento en Venta Bello BELLO,$ 240.000.000,"67,00 m²",3,2,1,nan,"67,00m²",6,nan,3.582.090/m²,"$150,000"
Apartamento en Venta Bello Cumbre,$ 150.000.000,"62,00 m²",3,2,1,nan,"62,00m²",3,nan,2.419.355/m²,nan
Apartamento en Venta Bello SANTA ANA,$ 202.401.000,"66,00 m²",3,2,nan,nan,"66,00m²",3,Menosde1año,3.066.682/m²,nan
Apartamento en Venta Bello Amazonia cabañas,$ 176.000.000,"64,00 m²",3,2,1,"64,00m²","64,00m²",4,1a8años,2.750.000/m²,"$165,000"
Apartamento en Venta Bello Santa Ana,$ 185.000.000,"56,00 m²",2,2,1,nan,"56,00m²",4,1a8años,3.303.571/m²,nan
MONTANA,Desde $ 562.600.000 Hasta $ 602.600.000,"126,14 m²",3,4,2,nan,"126,14m²",4,nan,nan,nan
Apartamento en Venta Bello paris,$ 83.000.000,"39,00 m²",2,1,nan,nan,"39,00m²",2,Menosde1año,2.128.205/m²,nan
Apartamento en Venta Bello Madera,$ 150.000.000,"58,00 m²",3,2,nan,"58,00m²","58,00m²",3,Menosde1año,2.586.207/m²,"$90,000E"
RESERVA DE BÚCAROS,Desde $ 151.012.000 Hasta $ 313.871.000,"43,60 a 105,60 m²",1,2,1,"38,94a97,21m²","43,60a105,60m²",3,nan,nan,nan
Apartamento en Venta Bello prado,$ 202.508.000,"64,00 m²",3,2,1,"64,00m²","64,00m²",3,Menosde1año,3.164.188/m²,"$150,000"
Apartamento en Venta Bello Santa Ana,$ 170.000.000,"60,00 m²",3,2,1,"54,00m²","60,00m²",4,Menosde1año,2.833.333/m²,nan
RESERVA DE BÚCAROS,Desde $ 151.012.000 Hasta $ 313.871.000,"43,60 a 105,60 m²",1,2,1,"38,94a97,21m²","43,60a105,60m²",3,nan,nan,nan
Apartamento en Venta Bello CABAÑAS,$ 240.000.000,"60,00 m²",2,2,nan,nan,"60,00m²",4,nan,4.000.000/m²,nan
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
RESERVA DE BÚCAROS,Desde $ 151.012.000 Hasta $ 313.871.000,"43,60 a 105,60 m²",1,2,1,"38,94a97,21m²","43,60a105,60m²",3,nan,nan,nan
Apartamento en Venta Bello trapiche,$ 128.000.000,"62,00 m²",3,2,nan,"62,00m²","62,00m²",3,1a8años,2.064.516/m²,"$125,000"
Apartamento en Venta Bello bellavista,$ 140.000.000,"55,70 m²",3,2,nan,nan,"55,70m²",3,1a8años,2.513.465/m²,"$116,500"
Apartamento en Venta Bello madera,$ 206.000.000,"59,00 m²",2,2,1,"59,00m²","59,00m²",3,1a8años,3.491.525/m²,"$126,000"
Apartamento en Venta Bello BELLO,$ 170.000.000,"68,00 m²",3,2,nan,"68,00m²","68,00m²",4,nan,2.500.000/m²,nan
RESERVA DE BÚCAROS,Desde $ 151.012.000 Hasta $ 313.871.000,"43,60 a 105,60 m²",1,2,1,"38,94a97,21m²","43,60a105,60m²",3,nan,nan,nan
Apartamento en Venta Bello Barrio Pérez Parque de Bello,$ 127.000.000,"49,00 m²",2,2,nan,"49,00m²","49,00m²",3,1a8años,2.591.837/m²,"$130,000"
Florida Norteamerica,Desde $ 186.460.000 Hasta $ 260.000.000,"56,92 a 89,63 m²",3,2,nan,nan,"56,92a89,63m²",3,nan,nan,nan
RESERVA DE BÚCAROS,Desde $ 151.012.000 Hasta $ 313.871.000,"43,60 a 105,60 m²",1,2,1,"38,94a97,21m²","43,60a105,60m²",3,nan,nan,nan
Apartamento en Venta Bello NIQUIA,$ 229.000.000,"59,00 m²",2,2,1,"59,00m²","59,00m²",4,Menosde1año,3.881.356/m²,"$170,000"
Apartamento en Venta Bello BELLO,$ 244.000.000,"60,00 m²",2,2,1,"60,00m²","60,00m²",5,Menosde1año,4.066.667/m²,nan
RESERVA DE BÚCAROS,Desde $ 151.012.000 Hasta $ 313.871.000,"43,60 a 105,60 m²",1,2,1,"38,94a97,21m²","43,60a105,60m²",3,nan,nan,nan
Apartamento en Venta Bello bello,$ 270.000.000,"70,00 m²",2,2,1,nan,"70,00m²",4,nan,3.857.143/m²,nan
Apartamento en Venta Bello Sector Tierra Adentro,$ 145.000.000,"58,00 m²",3,2,nan,"58,00m²","58,00m²",3,Menosde1año,2.500.000/m²,nan
POBLADO NIQUÍA,Desde $ 229.850.000 Hasta $ 257.276.000,"70,76 a 78,69 m²",3,2,1,"62,85a69,91m²","70,76a78,69m²",3,nan,nan,nan
Apartamento en Venta Bello SANTA ANA,$ 220.000.000,"74,00 m²",3,2,1,nan,"74,00m²",4,nan,2.972.973/m²,nan
Apartamento en Venta Bello Niquia,$ 270.000.000,"79,00 m²",3,2,1,nan,"79,00m²",nan,nan,3.417.722/m²,"$180,000"
RESERVA DE BÚCAROS,Desde $ 151.012.000 Hasta $ 313.871.000,"43,60 a 105,60 m²",1,2,1,"38,94a97,21m²","43,60a105,60m²",3,nan,nan,nan
Apartamento en Venta Bello Cabañitas ,$ 300.000.000,"94,00 m²",3,2,1,"94,00m²","94,00m²",4,Menosde1año,3.191.489/m²,nan
Apartamento en Venta Bello Niquia,$ 240.000.000,"67,50 m²",2,2,1,nan,"67,50m²",3,1a8años,3.555.556/m²,"$160,000"
RESERVA DE BÚCAROS,Desde $ 151.012.000 Hasta $ 313.871.000,"43,60 a 105,60 m²",1,2,1,"38,94a97,21m²","43,60a105,60m²",3,nan,nan,nan
Apartamento en Venta Bello Niquía,$ 175.000.000,"54,00 m²",2,2,1,"54,00m²","54,00m²",3,1a8años,3.240.741/m²,"$143,000"
