title,price,surface,rooms,baths,garages,private area,builded area,estrato,antiquity,price m2,administration
Apartamento en Venta La Ceja GIRASOLES DEL TAMBO,$ 135.000.000,"56,00 m²",2,2,nan,"56,00m²","56,00m²",3,Menosde1año,2.410.714/m²,nan
Edificio El Encanto,Desde $ 149.000.000 Hasta $ 173.000.000,"79,00 a 89,00 m²",3,2,nan,nan,"79,00a89,00m²",3,nan,nan,nan
Apartamento en Venta La Ceja Sector San Cayetano,$ 190.336.000,"59,48 m²",3,2,1,"59,00m²","59,48m²",3,Menosde1año,3.200.000/m²,nan
Apartamento en Venta La Ceja LA CEJA,$ 240.000.000,"128,00 m²",3,2,nan,nan,"128,00m²",3,nan,1.875.000/m²,nan
PORTONOVO,Desde $ 181.027.000 Hasta $ 285.632.000,"55,36 a 89,26 m²",2,2,nan,nan,"55,36a89,26m²",4,nan,nan,nan
Apartamento en Venta La Ceja LA CEJA,$ 240.000.000,"60,00 m²",2,2,1,"60,00m²","60,00m²",4,Menosde1año,4.000.000/m²,nan
Apartamento en Venta La Ceja LA CEJA,$ 220.000.000,"64,00 m²",2,2,1,"60,00m²","64,00m²",4,Menosde1año,3.437.500/m²,nan
Apartamento en Venta La Ceja LA CEJA,$ 165.000.000,"65,00 m²",3,2,1,"65,00m²","65,00m²",3,1a8años,2.538.462/m²,"$50,000E"
Apartamento en Venta La Ceja LA CEJA,$ 270.000.000,"89,00 m²",3,2,1,"89,00m²","89,00m²",4,Menosde1año,3.033.708/m²,"$90,000E"
Apartamento en Venta La Ceja LA CEJA,$ 200.000.000,"48,00 m²",1,1,1,"48,00m²","48,00m²",4,Menosde1año,4.166.667/m²,nan
Apartamento en Venta La Ceja LA CEJA,$ 180.000.000,"78,00 m²",2,2,nan,"78,00m²","78,00m²",3,Menosde1año,2.307.692/m²,nan
Apartamento en Venta La Ceja LA CEJA,$ 330.000.000,"87,00 m²",3,2,1,"87,00m²","87,00m²",3,1a8años,3.793.103/m²,"$274,000"
Apartamento en Venta La Ceja LA CEJA,$ 185.000.000,"80,00 m²",3,2,nan,"80,00m²","80,00m²",3,1a8años,2.312.500/m²,nan
Apartamento en Venta La Ceja LA CEJA,$ 280.000.000,"135,00 m²",3,2,1,"135,00m²","135,00m²",3,Menosde1año,2.074.074/m²,nan
Apartamento en Venta La Ceja SAN CAYETANO,$ 290.000.000,"85,00 m²",3,2,1,"85,00m²","85,00m²",5,1a8años,3.411.765/m²,"$250,000"
Apartamento en Venta La Ceja LA CEJA,$ 120.000.000,"56,00 m²",3,2,nan,"56,00m²","56,00m²",4,1a8años,2.142.857/m²,nan
Apartamento en Venta La Ceja LA CEJA,$ 196.000.000,"48,00 m²",1,1,1,"48,00m²","48,00m²",4,Menosde1año,4.083.333/m²,nan
Apartamento en Venta La Ceja LA CEJA,$ 430.000.000,"182,00 m²",3,4,1,"182,00m²","182,00m²",3,9a15años,2.362.637/m²,nan
Apartamento en Venta La Ceja LA CEJA,$ 300.000.000,"134,00 m²",2,3,1,"134,00m²","134,00m²",3,9a15años,2.238.806/m²,nan
Apartamento en Venta La Ceja LA CEJA,$ 240.000.000,"59,00 m²",2,2,1,"59,00m²","59,00m²",4,Menosde1año,4.067.797/m²,nan
Apartamento en Venta La Ceja LA CEJA,$ 380.000.000,"90,00 m²",3,2,nan,"90,00m²","90,00m²",4,1a8años,4.222.222/m²,"$180,000"
Apartamento en Venta La Ceja PARQUE,$ 294.000.000,"91,00 m²",3,2,1,"91,00m²","91,00m²",4,Menosde1año,3.230.769/m²,"$187,000"
Apartamento en Venta La Ceja LA CEJA,$ 290.000.000,"70,00 m²",3,2,1,"70,00m²","70,00m²",4,Menosde1año,4.142.857/m²,nan
PORTONOVO,Desde $ 181.027.000 Hasta $ 285.632.000,"55,36 a 89,26 m²",2,2,nan,nan,"55,36a89,26m²",4,nan,nan,nan
Apartamento en Venta La Ceja fatima,$ 181.027.200,"55,00 m²",2,2,nan,"55,00m²","55,00m²",4,Menosde1año,3.291.404/m²,"$120,000"
Apartamento en Venta La Ceja LA CEJA,$ 260.000.000,"125,00 m²",3,2,1,"125,00m²","125,00m²",3,Menosde1año,2.080.000/m²,nan
PORTONOVO,Desde $ 181.027.000 Hasta $ 285.632.000,"55,36 a 89,26 m²",2,2,nan,nan,"55,36a89,26m²",4,nan,nan,nan
Apartamento en Venta La Ceja la ceja,$ 210.000.000,"68,00 m²",2,2,1,"68,00m²","68,00m²",4,Menosde1año,3.088.235/m²,nan
Apartamento en Venta La Ceja Mira flores,$ 150.000.000,"66,00 m²",3,2,nan,"66,00m²","66,00m²",3,1a8años,2.272.727/m²,"$10,000E"
PORTONOVO,Desde $ 181.027.000 Hasta $ 285.632.000,"55,36 a 89,26 m²",2,2,nan,nan,"55,36a89,26m²",4,nan,nan,nan
Apartamento en Venta La Ceja Bayuco,$ 165.000.000,"56,00 m²",3,2,nan,"56,00m²","56,00m²",3,1a8años,2.946.429/m²,nan
Edificio El Encanto,Desde $ 149.000.000 Hasta $ 173.000.000,"79,00 a 89,00 m²",3,2,nan,nan,"79,00a89,00m²",3,nan,nan,nan
Apartamento en Venta La Ceja LA CEJA,$ 230.000.000,"68,00 m²",2,2,1,"68,00m²","68,00m²",4,1a8años,3.382.353/m²,nan
Apartamento en Venta La Ceja V El Tambo,$ 205.000.000,"90,00 m²",3,2,nan,nan,"90,00m²",nan,nan,2.277.778/m²,nan
Apartamento en Venta La Ceja LA CEJA,$ 310.000.000,"85,00 m²",2,2,1,"85,00m²","85,00m²",4,1a8años,3.647.059/m²,nan
Apartamento en Venta La Ceja PARQUE DE LA CEJA,$ 250.000.000,"7.825,00 m²",2,2,nan,nan,"7.825,00m²",3,nan,31.949/m²,"$65,000E"
PORTONOVO,Desde $ 181.027.000 Hasta $ 285.632.000,"55,36 a 89,26 m²",2,2,nan,nan,"55,36a89,26m²",4,nan,nan,nan
Apartamento en Venta La Ceja LA CEJA,$ 310.000.000,"84,00 m²",3,2,1,"84,00m²","84,00m²",4,Menosde1año,3.690.476/m²,"$200,000"
PORTONOVO,Desde $ 181.027.000 Hasta $ 285.632.000,"55,36 a 89,26 m²",2,2,nan,nan,"55,36a89,26m²",4,nan,nan,nan
Apartamento en Venta La Ceja la ceja,$ 258.000.000,"80,00 m²",3,2,1,"80,00m²","80,00m²",4,Menosde1año,3.225.000/m²,"$120,000"
Apartamento en Venta La Ceja LA CEJA,$ 195.000.000,"60,00 m²",2,2,1,"60,00m²","60,00m²",4,1a8años,3.250.000/m²,nan
PORTONOVO,Desde $ 181.027.000 Hasta $ 285.632.000,"55,36 a 89,26 m²",2,2,nan,nan,"55,36a89,26m²",4,nan,nan,nan
Apartamento en Venta La Ceja el rosal,$ 140.000.000,"62,00 m²",3,2,3,nan,"62,00m²",3,nan,2.258.065/m²,nan
Apartamento en Venta La Ceja LA CEJA,$ 380.000.000,"143,00 m²",3,2,1,"143,00m²","143,00m²",4,1a8años,2.657.343/m²,"$180,000"
Edificio El Encanto,Desde $ 149.000.000 Hasta $ 173.000.000,"79,00 a 89,00 m²",3,2,nan,nan,"79,00a89,00m²",3,nan,nan,nan
Apartamento en Venta La Ceja LA CEJA,$ 225.000.000,"73,00 m²",3,2,1,"73,00m²","73,00m²",4,Menosde1año,3.082.192/m²,"$160,000"
Apartamento en Venta La Ceja CENTRO,$ 220.000.000,"78,00 m²",3,2,1,"78,00m²","78,00m²",3,9a15años,2.820.513/m²,"$69,000E"
Apartamento en Venta La Ceja Gualanday,$ 150.000.000,"95,00 m²",2,2,1,nan,"95,00m²",3,1a8años,1.578.947/m²,nan
Apartamento en Venta La Ceja LA CEJA,$ 188.000.000,"48,00 m²",1,1,1,"48,00m²","48,00m²",5,Menosde1año,3.916.667/m²,nan
Apartamento en Venta La Ceja LA ALDEA,$ 172.000.000,"60,00 m²",3,2,nan,nan,"60,00m²",3,1a8años,2.866.667/m²,nan
Apartamento en Venta La Ceja LA CEJA,$ 140.000.000,"63,00 m²",3,2,nan,"63,00m²","63,00m²",3,Menosde1año,2.222.222/m²,nan
Apartamento en Venta La Ceja TORRE NOVA,$ 185.000.000,"48,00 m²",1,1,nan,"48,00m²","48,00m²",4,Menosde1año,3.854.167/m²,"$110,000"
Apartamento en Venta La Ceja LA CEJA,$ 165.000.000,"57,00 m²",3,2,1,"57,00m²","57,00m²",3,Menosde1año,2.894.737/m²,nan
Apartamento en Venta La Ceja LA CEJA,$ 235.000.000,"60,00 m²",2,2,1,"60,00m²","60,00m²",4,Menosde1año,3.916.667/m²,nan
Apartamento en Venta La Ceja parque principal,$ 160.000.000,"84,00 m²",2,2,nan,"84,00m²","84,00m²",3,1a8años,1.904.762/m²,nan
Apartamento en Venta La Ceja LA CEJA,$ 240.000.000,"69,00 m²",2,2,1,"69,00m²","69,00m²",4,Menosde1año,3.478.261/m²,nan
Apartamento en Venta La Ceja LA CEJA,$ 115.000.000,"60,00 m²",3,1,nan,"60,00m²","60,00m²",3,1a8años,1.916.667/m²,nan
Apartamento en Venta La Ceja Payuco,$ 265.000.000,"130,00 m²",3,3,nan,"135,00m²","130,00m²",4,1a8años,2.038.462/m²,nan
Apartamento en Venta La Ceja LA CEJA,$ 175.000.000,"62,00 m²",3,1,nan,"62,00m²","62,00m²",3,1a8años,2.822.581/m²,nan
Apartamento en Venta La Ceja Payuco,$ 265.000.000,"130,00 m²",3,3,nan,"135,00m²","130,00m²",4,1a8años,2.038.462/m²,nan
PORTONOVO,Desde $ 181.027.000 Hasta $ 285.632.000,"55,36 a 89,26 m²",2,2,nan,nan,"55,36a89,26m²",4,nan,nan,nan
Apartamento en Venta La Ceja fatima,$ 181.027.200,"55,00 m²",2,2,nan,"55,00m²","55,00m²",4,Menosde1año,3.291.404/m²,"$120,000"
Apartamento en Venta La Ceja Payuco,$ 270.000.000,"135,00 m²",3,3,nan,"135,00m²","135,00m²",4,1a8años,2.000.000/m²,nan
Edificio El Encanto,Desde $ 149.000.000 Hasta $ 173.000.000,"79,00 a 89,00 m²",3,2,nan,nan,"79,00a89,00m²",3,nan,nan,nan
Apartamento en Venta La Ceja la ceja,$ 210.000.000,"68,00 m²",2,2,1,"68,00m²","68,00m²",4,Menosde1año,3.088.235/m²,nan
Apartamento en Venta La Ceja LA CEJA,$ 235.000.000,"68,00 m²",2,2,1,"68,00m²","68,00m²",4,1a8años,3.455.882/m²,nan
Edificio El Encanto,Desde $ 149.000.000 Hasta $ 173.000.000,"79,00 a 89,00 m²",3,2,nan,nan,"79,00a89,00m²",3,nan,nan,nan
Apartamento en Venta La Ceja Centro,$ 220.000.000,"71,00 m²",2,2,nan,"71,00m²","71,00m²",4,Menosde1año,3.098.592/m²,"$250,000"
PORTONOVO,Desde $ 181.027.000 Hasta $ 285.632.000,"55,36 a 89,26 m²",2,2,nan,nan,"55,36a89,26m²",4,nan,nan,nan
Apartamento en Venta La Ceja LA CEJA,$ 310.000.000,"120,00 m²",4,2,nan,"120,00m²","120,00m²",3,Menosde1año,2.583.333/m²,nan
Apartamento en Venta La Ceja SANTA LAURA,$ 205.000.000,"64,00 m²",2,1,1,"64,00m²","64,00m²",4,1a8años,3.203.125/m²,"$150,000"
Apartamento en Venta La Ceja LA CEJA,$ 235.000.000,"69,00 m²",2,2,1,"69,00m²","69,00m²",4,Menosde1año,3.405.797/m²,nan
Apartamento en Venta La Ceja LA CEJA,$ 210.000.000,"68,00 m²",2,2,1,"68,00m²","68,00m²",4,1a8años,3.088.235/m²,nan
PORTONOVO,Desde $ 181.027.000 Hasta $ 285.632.000,"55,36 a 89,26 m²",2,2,nan,nan,"55,36a89,26m²",4,nan,nan,nan
Apartamento en Venta La Ceja LA CEJA,$ 290.000.000,"90,00 m²",3,2,1,"90,00m²","90,00m²",4,1a8años,3.222.222/m²,nan
PORTONOVO,Desde $ 181.027.000 Hasta $ 285.632.000,"55,36 a 89,26 m²",2,2,nan,nan,"55,36a89,26m²",4,nan,nan,nan
Apartamento en Venta La Ceja LA CEJA,$ 180.000.000,"110,00 m²",4,4,nan,"110,00m²","110,00m²",3,1a8años,1.636.364/m²,nan
Apartamento en Venta La Ceja LA CEJA,$ 205.000.000,"86,00 m²",3,2,nan,"86,00m²","86,00m²",3,1a8años,2.383.721/m²,nan
PORTONOVO,Desde $ 181.027.000 Hasta $ 285.632.000,"55,36 a 89,26 m²",2,2,nan,nan,"55,36a89,26m²",4,nan,nan,nan
Apartamento en Venta La Ceja LA CEJA,$ 200.000.000,"100,00 m²",3,2,nan,"100,00m²","100,00m²",3,1a8años,2.000.000/m²,nan
Apartamento en Venta La Ceja LA CEJA,$ 165.000.000,"60,00 m²",2,1,nan,"60,00m²","60,00m²",3,Menosde1año,2.750.000/m²,nan
PORTONOVO,Desde $ 181.027.000 Hasta $ 285.632.000,"55,36 a 89,26 m²",2,2,nan,nan,"55,36a89,26m²",4,nan,nan,nan
Apartamento en Venta La Ceja LA CEJA,$ 185.000.000,"80,00 m²",3,2,nan,"80,00m²","80,00m²",3,Menosde1año,2.312.500/m²,nan
Apartamento en Venta La Ceja LA CEJA,$ 185.000.000,"80,00 m²",3,2,nan,"80,00m²","80,00m²",3,Menosde1año,2.312.500/m²,nan
Apartamento en Venta La Ceja La Ceja,$ 265.000.000,"117,00 m²",3,3,nan,nan,"117,00m²",3,16a30años,2.264.957/m²,nan
Apartamento en Venta La Ceja La ceja,$ 174.542.000,"45,00 m²",1,1,1,"45,00m²","45,00m²",4,Menosde1año,3.878.711/m²,"$120,000"
Apartamento en Venta La Ceja La Ceja,$ 130.000.000,"60,00 m²",3,2,nan,"60,00m²","60,00m²",3,nan,2.166.667/m²,nan
Apartamento en Venta La Ceja LA CEJA,$ 265.000.000,"130,00 m²",3,3,1,"130,00m²","130,00m²",4,Menosde1año,2.038.462/m²,nan
Apartamento en Venta La Ceja PAYUCO,$ 265.000.000,"130,00 m²",3,3,1,"130,00m²","130,00m²",3,1a8años,2.038.462/m²,nan
Apartamento en Venta La Ceja cuatro esquinas,$ 220.000.000,"67,00 m²",3,2,1,nan,"67,00m²",4,Menosde1año,3.283.582/m²,"$250,000"
Apartamento en Venta La Ceja fatima,$ 181.027.200,"55,00 m²",2,2,nan,"55,00m²","55,00m²",4,Menosde1año,3.291.404/m²,"$120,000"
Apartamento en Venta La Ceja parque,$ 185.000.000,"65,00 m²",2,2,1,nan,"65,00m²",3,nan,2.846.154/m²,nan
Apartamento en Venta La Ceja LA CEJA,$ 330.600.000,"110,00 m²",3,2,nan,nan,"110,00m²",4,nan,3.005.455/m²,nan
Apartamento en Venta La Ceja la ceja,$ 214.315.000,"72,00 m²",2,2,nan,nan,"72,00m²",4,Menosde1año,2.976.597/m²,nan
Apartamento en Venta La Ceja La ceja,$ 264.000.000,"83,00 m²",2,2,1,"60,00m²","83,00m²",4,Menosde1año,3.180.723/m²,"$160,000"
Apartamento en Venta La Ceja La ceja,$ 180.000.000,"64,00 m²",3,2,1,"64,00m²","64,00m²",3,1a8años,2.812.500/m²,"$120,000"
Apartamento en Venta La Ceja la ceja,$ 210.000.000,"68,00 m²",2,2,1,"68,00m²","68,00m²",4,Menosde1año,3.088.235/m²,nan
Apartamento en Venta La Ceja PAYUCO,$ 240.000.000,"87,00 m²",3,2,1,"87,00m²","87,00m²",4,1a8años,2.758.621/m²,nan
PORTONOVO,Desde $ 181.027.000 Hasta $ 285.632.000,"55,36 a 89,26 m²",2,2,nan,nan,"55,36a89,26m²",4,nan,nan,nan
Apartamento en Venta La Ceja la ceja,$ 210.000.000,"68,00 m²",2,2,1,"68,00m²","68,00m²",4,Menosde1año,3.088.235/m²,nan
Apartamento en Venta La Ceja Parque Principal,$ 250.000.000,"72,00 m²",2,2,nan,"72,00m²","72,00m²",4,Menosde1año,3.472.222/m²,"$192,000"
Edificio El Encanto,Desde $ 149.000.000 Hasta $ 173.000.000,"79,00 a 89,00 m²",3,2,nan,nan,"79,00a89,00m²",3,nan,nan,nan
Apartamento en Venta La Ceja fatima,$ 181.027.200,"55,00 m²",2,2,nan,"55,00m²","55,00m²",4,Menosde1año,3.291.404/m²,"$120,000"
Edificio El Encanto,Desde $ 149.000.000 Hasta $ 173.000.000,"79,00 a 89,00 m²",3,2,nan,nan,"79,00a89,00m²",3,nan,nan,nan
Apartamento en Venta La Ceja piedraverde,$ 325.000.000,"81,00 m²",3,2,1,"81,00m²","81,00m²",5,1a8años,4.012.346/m²,nan
PORTONOVO,Desde $ 181.027.000 Hasta $ 285.632.000,"55,36 a 89,26 m²",2,2,nan,nan,"55,36a89,26m²",4,nan,nan,nan
Apartamento en Venta La Ceja Fatima,$ 218.800.000,"60,00 m²",2,2,1,"60,00m²","60,00m²",4,Menosde1año,3.646.667/m²,"$165,000"
Apartamento en Venta La Ceja La ceja,$ 220.600.000,"60,00 m²",2,2,1,"60,00m²","60,00m²",4,Menosde1año,3.676.667/m²,"$168,000"
Apartamento en Venta La Ceja Parque,$ 240.000.000,"72,00 m²",2,2,1,"72,00m²","72,00m²",4,Menosde1año,3.333.333/m²,"$240,000"
Apartamento en Venta La Ceja La ceja,$ 239.400.000,"60,00 m²",2,2,1,"60,00m²","60,00m²",3,Menosde1año,3.990.000/m²,"$168,000"
PORTONOVO,Desde $ 181.027.000 Hasta $ 285.632.000,"55,36 a 89,26 m²",2,2,nan,nan,"55,36a89,26m²",4,nan,nan,nan
Apartamento en Venta La Ceja La ceja,$ 220.600.000,"60,00 m²",2,2,1,"60,00m²","60,00m²",4,Menosde1año,3.676.667/m²,"$168,000"
PORTONOVO,Desde $ 181.027.000 Hasta $ 285.632.000,"55,36 a 89,26 m²",2,2,nan,nan,"55,36a89,26m²",4,nan,nan,nan
PORTONOVO,Desde $ 181.027.000 Hasta $ 285.632.000,"55,36 a 89,26 m²",2,2,nan,nan,"55,36a89,26m²",4,nan,nan,nan
PORTONOVO,Desde $ 181.027.000 Hasta $ 285.632.000,"55,36 a 89,26 m²",2,2,nan,nan,"55,36a89,26m²",4,nan,nan,nan
